IlmnID,Chromosome,MAPINFO
cg21525627,12,77149647
cg22480875,12,77417567
cg07679219,12,77417738
cg06197774,12,77718803
cg12871652,12,78581770
cg24739935,12,79814928
cg11340603,12,79816965
cg24165921,12,79941506
cg05860723,12,81102486
cg16081457,12,81103680
cg27278519,12,81104111
cg03742132,12,81227142
cg08784247,12,81329808
cg19347790,12,81332050
cg01578987,12,82152469
cg09278098,12,84902512
cg13239252,12,85430145
cg19622623,12,86230825
cg07264025,12,86658860
cg01399598,12,86727874
cg13013473,12,87724333
cg02587993,12,92543184
cg02845988,12,93836455
cg26944263,12,93964231
cg23412850,12,93967387
cg21359950,12,94083470
cg25483123,12,94366668
cg22214349,12,94451650
cg14911314,12,94583180
cg12065616,12,94954828
cg23357805,12,95135078
cg10549753,12,95226786
cg11212178,12,95226807
cg08922308,12,95226993
cg09893576,12,95266710
cg01273944,12,95316494
cg07737802,12,95537812
cg01493728,12,95557840
cg16526732,12,95598159
cg04500099,12,95610991
cg27614751,12,95840596
cg13878646,12,95840895
cg07805603,12,95869602
cg12765935,12,95897447
cg08629394,12,96188933
cg25229172,12,96336121
cg07236190,12,96338038
cg19863595,12,96350605
cg20354882,12,96350795
cg25709146,12,96391123
cg22763407,12,96641787
cg02705374,12,97301631
cg06941630,12,97525190
cg11248682,12,97578088
cg04303901,12,97886312
cg05451210,12,98812695
cg10957001,12,99118507
cg25188975,12,99227115
cg05634630,12,99251017
cg08743017,12,99643523
cg11748730,12,99815844
cg03657350,12,100043668
cg18202562,12,100375604
cg07678010,12,100582528
cg27239144,12,100661541
cg06414073,12,100967130
cg16793129,12,101673815
cg12159992,12,102059490
cg20203297,12,102221075
cg04914323,12,102267358
cg14286373,12,102288375
cg20023647,12,102961675
cg24759821,12,103311462
cg01864980,12,103311535
cg27569040,12,103351855
cg07020979,12,104357288
cg10889999,12,104688092
cg07696842,12,105089508
cg20955458,12,105474943
cg16861031,12,105477526
cg06443973,12,105501904
cg20830389,12,105724410
cg15360648,12,106328228
cg20075675,12,106458455
cg05687834,12,106534276
cg07385832,12,106751823
cg07006889,12,106980192
cg05575399,12,107380754
cg26358063,12,107708453
cg07213698,12,107716576
cg11263852,12,107830064
cg00632811,12,108078821
cg25345738,12,108078835
cg07126216,12,108426797
cg12369091,12,108495363
cg09873379,12,108506959
cg16488382,12,108683402
cg13470919,12,108955320
cg12920793,12,108985885
cg17635080,12,109030115
cg12647920,12,109144744
cg25764595,12,109205201
cg24698536,12,109250515
cg25374714,12,109459622
cg27174387,12,109535940
cg04065206,12,109973212
cg02351381,12,110172346
cg19482754,12,110224547
cg24706115,12,110252831
cg09778734,12,110505389
cg10236261,12,110573183
cg24438954,12,110841535
cg11604128,12,110888956
cg05202616,12,110993883
cg09298818,12,111181546
cg01805574,12,111284800
cg26874693,12,111618936
cg03874539,12,111805149
cg10833066,12,111807467
cg00922697,12,112844592
cg08933160,12,112944601
cg23549179,12,113228545
cg18236066,12,113293823
cg08447520,12,113513026
cg04348201,12,113533150
cg05149307,12,113574071
cg08623156,12,113577046
cg04261665,12,113622579
cg00302340,12,113773809
cg25246894,12,113842581
cg05149586,12,113859869
cg10883854,12,114029248
cg23827572,12,114846313
cg00095523,12,115105485
cg14434755,12,115107540
cg26992603,12,115130994
cg23367107,12,115136287
cg19763863,12,115176842
cg12551394,12,115849206
cg13435820,12,115907128
cg20169823,12,116354837
cg04230029,12,116526034
cg04975939,12,116621203
cg08718098,12,116756405
cg27656459,12,116796562
cg17435824,12,116944220
cg08153404,12,116946758
cg14751369,12,117042332
cg09718037,12,117042854
cg14912045,12,117184799
cg01710146,12,117348848
cg12077176,12,117448155
cg01363734,12,117482953
cg21441555,12,117579332
cg10416994,12,117628487
cg06522206,12,117651299
cg02962597,12,117799749
cg01386425,12,118407487
cg19746591,12,118589087
cg13512016,12,118931894
cg07246273,12,119212313
cg19589277,12,119313382
cg02563916,12,119613255
cg05361406,12,119616913
cg20488281,12,119772354
cg02498063,12,119772577
cg25021709,12,119818931
cg12704462,12,120151527
cg27096087,12,120222488
cg23340777,12,120532852
cg12587921,12,120535099
cg27553372,12,120731091
cg21068152,12,120740453
cg15611176,12,120763869
cg15769343,12,120835663
cg05655742,12,120875834
cg21053147,12,120880522
cg26382080,12,120938199
cg14948290,12,121079096
cg18845289,12,121124611
cg25477769,12,121416566
cg18919541,12,121530737
cg14504499,12,121733425
cg23972735,12,121890311
cg04844574,12,122028594
cg01774878,12,122063005
cg08088222,12,122070432
cg00586317,12,122149765
cg11508056,12,122220429
cg22168489,12,122356033
cg13699009,12,122356056
cg22729539,12,122519119
cg06604690,12,123258876
cg25957092,12,123351126
cg10319073,12,123351548
cg19343861,12,123481935
cg13421247,12,123756945
cg05861255,12,123921688
cg10461218,12,124144432
cg20897652,12,124154378
cg25758996,12,124429745
cg09284209,12,124585152
cg06732241,12,124626058
cg05990366,12,124773693
cg26516080,12,124776158
cg13908299,12,124833194
cg04257064,12,124835391
cg20494738,12,124985889
cg11132120,12,125020161
cg01612883,12,125023115
cg09719269,12,125033803
cg26704293,12,125073750
cg08336425,12,125140167
cg08330950,12,125140249
cg27645498,12,125145553
cg15573543,12,125329811
cg06300469,12,125383138
cg19893132,12,125425209
cg17530337,12,125450666
cg03041027,12,125478807
cg15701313,12,125534526
cg23432430,12,125538377
cg06604102,12,125549789
cg27488738,12,125579119
cg24740325,12,125589550
cg26964704,12,125589647
cg02668233,12,125813494
cg14403741,12,126465336
cg04888037,12,126677203
cg17233896,12,127227116
cg15985905,12,128078475
cg05852625,12,128748582
cg16970628,12,128796424
cg00807197,12,128822865
cg12412089,12,128866172
cg10216717,12,128899290
cg24102222,12,129280449
cg19777783,12,129309376
cg22169384,12,129417623
cg15532640,12,129554566
cg01290755,12,129554587
cg01909103,12,129572610
cg23471362,12,130498464
cg20491579,12,130499189
cg07070348,12,130555007
cg04075738,12,130571303
cg21898944,12,130589151
cg00019366,12,130623366
cg23745444,12,130624293
cg24229701,12,130821962
cg24296036,12,130925482
cg26691533,12,130953663
cg27170427,12,130958711
cg27485790,12,131135293
cg01682784,12,131142360
cg25198599,12,131142648
cg25582105,12,131159495
cg10224806,12,131188144
cg09163477,12,131190045
cg03928154,12,131194179
cg20527831,12,131272906
cg08971063,12,131337435
cg08196106,12,131400973
cg02153041,12,131502934
cg21046080,12,131506092
cg27162642,12,131513346
cg02773639,12,131551512
cg08703038,12,131573552
cg23903129,12,131617086
cg14851701,12,131831956
cg04878869,12,131917579
cg26089827,12,132116780
cg03161744,12,132177250
cg12103569,12,132258560
cg18997918,12,132263618
cg08693745,12,132286231
cg10632507,12,132317390
cg11904978,12,132335537
cg02026637,12,132348618
cg13235087,12,132383620
cg06813297,12,132537251
cg10284638,12,132562125
cg25928971,12,132572347
cg09764611,12,132620959
cg20065153,12,132656788
cg05368730,12,132657879
cg03476616,12,132663593
cg06532071,12,132674849
cg24951754,12,132676717
cg06139006,12,132682698
cg19736098,12,132689029
cg01658960,12,132690570
cg02410480,12,132819930
cg03764818,12,132827318
cg15601497,12,132828103
cg12011876,12,132836216
cg16443954,12,132851822
cg12719904,12,132853388
cg15816119,12,132855268
cg12055993,12,132862057
cg05228717,12,132863109
cg05948955,12,132869069
cg02598773,12,132891957
cg08899593,12,132892613
cg14288890,12,132901741
cg24461952,12,132904014
cg01345136,12,132904123
cg06812760,12,132909623
cg06336984,12,132939185
cg06960461,12,132950559
cg26124596,12,132970851
cg06631775,12,132972807
cg11359814,12,132972940
cg20696143,12,132982351
cg07813695,12,132982416
cg16608087,12,132987128
cg18776708,12,133007715
cg20040891,12,133007812
cg08634598,12,133013765
cg17310247,12,133020294
cg06183872,12,133049993
cg08671425,12,133050277
cg11627894,12,133050508
cg25822783,12,133050826
cg06624951,12,133055588
cg15282907,12,133066680
cg23836570,12,133078117
cg07880971,12,133083710
cg06606381,12,133084897
cg02622520,12,133129533
cg20137441,12,133130026
cg24135151,12,133132982
cg12246530,12,133144016
cg11855524,12,133268512
cg10967904,12,133340907
cg07249343,12,133345809
cg18873965,12,133378609
cg26728830,12,133382186
cg03619081,12,133401944
cg19054708,12,133405370
cg00967695,12,133411885
cg27219574,12,133419329
cg24532476,12,133424566
cg05508793,12,133433300
cg17003970,12,133435861
cg00338702,12,133463694
cg25751054,12,133559763
cg05989669,12,133562672
cg09328611,13,19183105
cg01323517,13,19186227
cg11221656,13,19319902
cg08508335,13,19692412
cg21626735,13,19692609
cg01872988,13,19692744
cg22274414,13,19756318
cg02012594,13,20133515
cg01645874,13,20747746
cg11381282,13,20763366
cg26003455,13,20781125
cg09203312,13,20805196
cg18363035,13,20805385
cg01700504,13,20805391
cg03473518,13,20805656
cg13206556,13,20875399
cg13872236,13,20906686
cg07223180,13,20989142
cg11970797,13,20994066
cg21455901,13,21012516
cg18735146,13,21140606
cg09985351,13,21287237
cg04295991,13,21348012
cg12895222,13,21389459
cg01223757,13,21520203
cg08822578,13,21559615
cg05445090,13,21576347
cg15882591,13,21608557
cg12900467,13,21635665
cg08346664,13,21714266
cg23247274,13,21750649
cg21970626,13,21893289
cg25811766,13,21894605
cg06138931,13,21896616
cg10411590,13,21900810
cg21011702,13,21951294
cg03043711,13,22298515
cg17136073,13,23310675
cg13292984,13,23458333
cg11067829,13,23500153
cg06743703,13,23500367
cg05005706,13,23733275
cg04591230,13,23898864
cg07165066,13,23952576
cg26748598,13,24091341
cg14414464,13,24121419
cg12699648,13,24758155
cg02659854,13,24824078
cg00355514,13,24914782
cg08200577,13,25086393
cg07009504,13,25115530
cg01540869,13,25116150
cg14118062,13,25258833
cg04629247,13,25494305
cg09319946,13,25497353
cg01263165,13,25512792
cg26632948,13,25711193
cg21052415,13,25746587
cg10983752,13,25764592
cg14217684,13,25861552
cg14573645,13,25875622
cg00044871,13,25945811
cg18236477,13,26043066
cg00990690,13,26302267
cg05918715,13,26622819
cg19005168,13,27092836
cg08798933,13,27746256
cg03025283,13,27825526
cg14339466,13,27927490
cg26772116,13,28016624
cg00318380,13,28107438
cg14412282,13,28371114
cg05827312,13,28394966
cg11453719,13,28552052
cg08508761,13,28930547
cg05122437,13,30055092
cg23529856,13,30498683
cg25578476,13,30620147
cg20353088,13,30643156
cg22282089,13,30686841
cg01146324,13,30887187
cg25936902,13,30982971
cg26814703,13,31019673
cg19953038,13,31306303
cg00570269,13,31480942
cg00367615,13,31480979
cg16290689,13,31506685
cg13614409,13,31506752
cg11842073,13,31585928
cg16659202,13,32205404
cg25376651,13,32505135
cg24234117,13,32885661
cg25497877,13,32890352
cg04156897,13,33007014
cg25650964,13,33544014
cg25002179,13,33760693
cg07499182,13,33825496
cg15234627,13,33837178
cg15405588,13,33854227
cg20743905,13,34116177
cg20237547,13,34250922
cg19613194,13,35516223
cg00505001,13,36049807
cg26995690,13,36346376
cg23875404,13,36728869
cg10184241,13,36872246
cg22609576,13,36920662
cg19712291,13,36927379
cg02423185,13,37337525
cg00454719,13,37453500
cg09751389,13,37574657
cg19043800,13,37702050
cg26881651,13,39327640
cg08070725,13,39991764
cg17707870,13,40108007
cg00026919,13,40226031
cg02121529,13,40746549
cg20659195,13,40746648
cg15611131,13,41492182
cg07935255,13,41495616
cg03337784,13,41768818
cg15753936,13,41886418
cg07725527,13,41931181
cg16151959,13,42704154
cg10391629,13,42846072
cg23261171,13,42848367
cg01952012,13,42851862
cg19987800,13,43181173
cg22917346,13,44453235
cg15738089,13,44542704
cg05266155,13,44544993
cg04068111,13,44716778
cg14579772,13,44949207
cg26139606,13,44990002
cg17675311,13,45038503
cg15611600,13,45563400
cg00313876,13,45564444
cg06877486,13,45694166
cg03014495,13,46102390
cg03135713,13,46961897
cg02985540,13,46964186
cg02806738,13,47014093
cg11342437,13,47126328
cg16503053,13,47214871
cg27068143,13,47471264
cg21901160,13,48046005
cg00687383,13,48668791
cg25828963,13,49672483
cg04874511,13,49917452
cg06548892,13,50021335
cg24125767,13,50205397
cg04663916,13,50265991
cg04520693,13,50425353
ch.13.693633F,13,50585709
cg20293942,13,50701256
cg26585452,13,50702914
cg00465247,13,50703477
cg08004525,13,50703549
cg15491102,13,51027597
cg25304198,13,51168711
cg15699243,13,51381934
cg10359157,13,51418020
cg05965387,13,51418053
cg01870657,13,52342952
cg02071074,13,52585283
cg25548582,13,52598798
cg12861503,13,52734071
cg16462528,13,53310543
cg00708598,13,53313895
cg10522358,13,55587486
cg01911400,13,57861054
cg20365687,13,60834809
cg12603650,13,60968314
cg19108501,13,60972137
cg26341086,13,61780664
cg20149973,13,61989037
cg15839219,13,61989724
cg18031861,13,63617080
cg18494043,13,67568518
cg10707081,13,67721697
cg20523861,13,70682324
cg09677330,13,74487535
cg01037020,13,74550046
cg25201372,13,75941163
cg10113467,13,76056490
cg09423080,13,76111751
cg04757411,13,76259545
cg08574978,13,76800180
cg04565255,13,77565759
cg27057275,13,77957445
cg12321193,13,78550384
cg12507881,13,79181021
cg25815229,13,79183932
cg07937631,13,79184529
cg00047079,13,79188975
cg07926092,13,79233506
cg01819759,13,79234251
cg21838488,13,79234435
cg05317600,13,80612156
cg20100768,13,80706924
cg26799881,13,84455576
ch.13.84760847R,13,85862846
cg09823859,13,88328294
cg26245936,13,91624536
cg01423335,13,93881110
cg16054985,13,94196316
cg27164770,13,94891445
cg02886584,13,95198412
cg23922914,13,95248439
cg00800383,13,95364915
cg19156046,13,95652307
cg00241432,13,95846842
cg05228196,13,95901718
cg24476569,13,95954382
cg26751094,13,95954534
cg22274196,13,95958190
cg03372174,13,96008021
cg24529736,13,96205679
cg05709657,13,96206104
cg20116166,13,96330052
cg18575730,13,96744289
cg27423669,13,97766320
cg03550548,13,97787063
cg15958034,13,97889396
cg06303574,13,98082992
cg16867086,13,98826197
cg22073869,13,98866089
cg10959664,13,98979676
cg03040740,13,99084682
cg08357012,13,99090919
cg01542984,13,99093033
cg24981097,13,99224694
cg20235345,13,99235398
cg07352050,13,99668212
cg15608301,13,100085187
cg19145657,13,100089358
cg08271519,13,100153373
cg08603424,13,100397856
cg11195797,13,100547331
cg03548980,13,100578585
cg07223206,13,100583872
cg26454150,13,100642408
cg25221774,13,101173669
cg18970151,13,101174130
cg07218357,13,101186172
cg22411185,13,101860408
cg16852483,13,102103930
cg21690450,13,102276634
cg22012299,13,102360643
cg05889541,13,103245138
cg08048577,13,103250866
cg16087684,13,103537996
cg09042966,13,103840341
cg24967131,13,104345108
cg02174450,13,105686278
cg13975106,13,106939472
cg05372727,13,107029018
cg25634175,13,107166110
cg20279327,13,107222835
cg21727032,13,107354631
cg02891359,13,107822808
cg02955548,13,108028239
cg01521648,13,108073564
cg26918935,13,108920801
cg05933736,13,109248331
cg24719241,13,109803528
cg05430997,13,110397189
cg09460553,13,110521956
cg14256028,13,110528090
cg24738115,13,110639050
cg02560642,13,110664301
cg22489754,13,110790380
cg10908116,13,110885404
cg24438749,13,110929101
cg19252199,13,110960942
cg15324756,13,110961142
cg11438287,13,110970196
cg18114040,13,111062247
cg12446198,13,111089028
cg00894344,13,111089213
cg23630179,13,111089337
cg07980027,13,111109651
cg25739689,13,111141839
cg10991689,13,111164367
cg07800658,13,111193758
cg10993865,13,111293846
cg15747390,13,111297551
cg26801538,13,111305822
cg22488462,13,111336430
cg19937499,13,111451902
cg22731513,13,111451972
cg13698168,13,111522651
cg05348852,13,111522755
cg05386249,13,111574089
cg19728036,13,111607174
cg23782164,13,111675747
cg22924713,13,111682141
cg23737049,13,111774015
cg14384178,13,111979098
cg26813483,13,111980537
cg09696747,13,112053714
cg18890615,13,112161629
cg27136078,13,112187145
cg14952266,13,112191215
cg06836319,13,112319172
cg26025169,13,112332591
cg04793338,13,112332854
cg25344322,13,112575014
cg11336860,13,112575966
cg06801384,13,112679965
cg21289437,13,112692270
cg05221057,13,112711587
cg14444287,13,112755863
cg17633592,13,112758599
cg19618297,13,112760313
cg21618730,13,112815899
cg11723923,13,112820997
cg22896703,13,112823780
cg17221143,13,112870414
cg27389908,13,112903395
cg20620751,13,112979998
cg26274564,13,112984478
cg04107005,13,113029350
cg15663948,13,113030673
cg01373852,13,113121958
cg19916129,13,113242878
cg12351768,13,113296192
cg00557959,13,113296414
cg21786786,13,113365464
cg23465891,13,113420166
cg25141611,13,113422162
cg10370858,13,113429431
cg22253771,13,113435678
cg11218330,13,113437795
cg25370567,13,113565136
cg14621090,13,113571679
cg15249961,13,113622139
cg20895669,13,113622539
cg14590070,13,113629249
cg17524180,13,113633600
cg16421871,13,113634978
cg20079766,13,113640902
cg16351318,13,113642709
cg21279874,13,113646899
cg05972352,13,113663373
cg11297227,13,113677325
cg19028462,13,113677628
cg19528830,13,113685296
cg15388766,13,113688132
cg26512469,13,113688268
cg02909018,13,113696937
cg19053287,13,113701360
cg02775254,13,113714022
cg09891682,13,113721810
cg00510094,13,113729377
cg10209992,13,113769412
cg19086603,13,113773158
cg26446593,13,113804978
cg02085147,13,113807779
cg11814567,13,113807831
cg17329202,13,113807930
cg19073576,13,113808243
cg01238865,13,113812911
cg00898013,13,113819073
cg09460490,13,113829357
cg11987853,13,113832521
cg05668422,13,114026346
cg13099542,13,114056351
cg01421309,13,114084041
cg16022315,13,114085424
cg17515767,13,114087521
cg10624914,13,114103477
cg10810378,13,114112156
cg15698065,13,114127206
cg21152981,13,114149099
cg07876831,13,114161463
cg05608383,13,114166135
cg14933676,13,114185807
cg01325613,13,114193689
cg21598343,13,114261986
cg14120075,13,114268127
cg18410460,13,114288471
cg05892806,13,114305746
cg04098297,13,114312482
cg00810334,13,114324491
cg25486571,13,114751280
cg20855001,13,114761326
cg10919109,13,114764621
cg03179419,13,114773785
cg23168520,13,114775133
cg21783213,13,114782106
cg23947138,13,114782778
cg03958744,13,114795097
cg21747549,13,114804483
cg06380691,13,114828264
cg21461300,13,114830702
cg16476991,13,114831404
cg05296619,13,114834683
cg20721135,13,114861488
cg04118910,13,114875170
cg24113818,13,114875199
cg00732810,13,114875282
cg07178877,13,114879659
cg21507807,13,114888458
cg10002066,13,114896192
cg10753283,13,114912269
cg23340505,13,114927933
cg09833350,13,115050921
cg15360378,14,19421688
cg05203671,14,19597077
cg14397009,14,19625154
cg16237635,14,19719837
cg12866103,14,20020762
cg10518000,14,20146493
cg05248321,14,20898128
cg23634134,14,21082393
cg22723026,14,21152452
cg12606485,14,21439907
cg18816426,14,21454954
cg10128557,14,21461556
cg10775991,14,21905945
cg18091245,14,22133789
cg16423096,14,22279816
cg16130238,14,22958402
cg20000047,14,23066822
cg16465430,14,23289114
cg20301993,14,23292518
cg26118358,14,23321005
cg24681208,14,23351876
cg15378219,14,23399599
cg16502747,14,23531625
cg11774227,14,23564985
cg04861271,14,23789531
cg14370314,14,23834891
cg19448596,14,24019331
cg02180296,14,24404306
cg16779295,14,24438909
cg01597387,14,24458208
cg02149323,14,24476082
cg09668244,14,24476478
cg06772295,14,24520956
cg24976563,14,24587638
cg16799965,14,24605127
cg18598861,14,24635529
cg02898977,14,24662177
cg25005422,14,24664971
cg23418075,14,24665079
cg07182753,14,24776700
cg05185634,14,24804750
cg07162820,14,24837146
cg01970716,14,24867164
cg19584674,14,24898818
cg05760053,14,24898823
cg10759590,14,24898874
cg01099512,14,25045607
cg15925383,14,29228403
cg10788139,14,30740058
cg18084609,14,31345041
cg15902874,14,31677716
cg16706502,14,31927974
cg24162251,14,32420205
cg14509245,14,32812270
cg02248514,14,32842070
cg13811867,14,32896478
cg07007148,14,33399915
cg10727171,14,33407334
cg18923964,14,35451807
cg15859632,14,35761197
cg07166546,14,35805898
cg03549618,14,35838977
cg16342323,14,36971168
cg26139559,14,37069791
cg18138671,14,37125679
cg00814218,14,37445440
cg00377727,14,39573919
cg20011807,14,39736465
cg16140714,14,41623577
cg08215453,14,41623629
cg14386857,14,41771257
cg23352245,14,44002338
cg05194618,14,45432309
cg04697227,14,45552788
cg13097800,14,47104140
cg09829094,14,48613475
cg04931808,14,49274525
cg22857670,14,50084155
cg04436646,14,50159668
cg18709904,14,50474530
cg12867068,14,50863241
cg18459806,14,51293793
cg24361212,14,51298003
cg10974632,14,51562381
cg11772801,14,51711237
cg00750630,14,51854261
cg18835865,14,52020726
cg06738602,14,52780634
cg01118640,14,52816915
cg10419590,14,53344150
cg14077965,14,53418979
cg18696900,14,53419080
cg07193115,14,53993241
cg24704332,14,54065931
cg09220563,14,54261853
cg16720578,14,54410717
cg07509161,14,54552632
cg09988663,14,54863376
cg01929867,14,54959432
cg11508718,14,55031827
cg02247898,14,55033728
cg11817650,14,55309504
cg04306507,14,55594613
cg17403875,14,55596356
cg14871010,14,55603225
cg01160347,14,55908301
cg02142896,14,56424872
cg01905690,14,56524388
cg01208566,14,56587633
cg00811020,14,57858335
cg19903229,14,57960650
cg04913974,14,58063811
cg22906574,14,59114005
cg18819791,14,59799583
cg01141940,14,60097247
cg23283614,14,60632532
cg17884373,14,60711697
cg00859478,14,60978094
cg01541645,14,61104329
cg13564459,14,62004353
cg06887663,14,62228983
cg05299793,14,63512588
cg03046018,14,64108172
cg18356760,14,64194567
cg11312980,14,64931897
cg26421140,14,65006053
cg08161617,14,65006777
cg20519670,14,65172006
cg11802553,14,65203330
cg05940425,14,65240980
cg08146372,14,65346490
cg10534904,14,65438215
cg02311747,14,65453418
cg26396452,14,65542826
cg04301104,14,65637810
cg15824062,14,66972956
cg06889607,14,67826009
cg10059810,14,67878690
cg00740870,14,68008669
cg11752250,14,68089471
cg15468746,14,68167893
cg23350274,14,68188663
cg00709805,14,68286698
cg10333051,14,68541391
cg09388160,14,68978814
cg02299497,14,69095570
cg13508672,14,69161648
cg14397166,14,69259292
cg01166772,14,69259833
cg20056212,14,69280381
cg15425276,14,69341905
cg17345741,14,69472652
cg05206120,14,69730129
cg14912575,14,70038236
cg14369329,14,70104457
cg01570265,14,70180751
cg12848614,14,70193496
cg10399005,14,70316898
cg00913522,14,70698703
cg21840121,14,70721531
cg20954777,14,70924294
cg23691406,14,71112909
cg21836031,14,71272941
cg01702905,14,71372869
cg02907150,14,71577479
cg15910301,14,71632612
cg11877773,14,71660200
cg19490761,14,72386101
cg04954225,14,72490712
cg07509323,14,72703562
cg05030405,14,73026288
cg10274606,14,73118334
cg10734940,14,73668083
cg05057083,14,73742013
cg13655169,14,73929570
cg08687251,14,74003780
cg10076968,14,74006090
cg25598083,14,74034893
cg01498900,14,74035742
cg18828681,14,74083455
cg18369397,14,74111463
cg04716394,14,74318162
cg15912778,14,74727333
cg06620514,14,74793271
cg18914023,14,74868443
cg10195687,14,74926396
cg26195881,14,74959018
cg12149606,14,75614186
cg05314075,14,75936115
cg01624173,14,75981868
cg04001333,14,76045348
cg21193926,14,76443578
cg13981132,14,76734493
cg26180080,14,76734550
cg18824027,14,76781080
cg02286193,14,76823128
cg18634538,14,77065980
cg23436960,14,77239540
cg01029347,14,77606335
cg02742133,14,77608987
cg06779847,14,77687015
cg02400572,14,77736734
cg01018063,14,77787771
cg02101808,14,77843745
cg07511201,14,77889288
cg21228500,14,78108468
cg14094681,14,78174204
cg04897790,14,79840647
cg16398882,14,81407087
cg09076337,14,81421983
cg12196847,14,81426577
cg24014795,14,81893935
cg13062455,14,81978021
cg04303335,14,82000858
cg14125604,14,85998439
cg10061927,14,88620324
cg26681176,14,88675766
cg08069902,14,88675853
cg22873661,14,88788597
cg27539233,14,88846229
cg20897949,14,88934595
cg05053979,14,89681043
cg09808985,14,89704017
cg04977856,14,89886941
cg13679772,14,89933549
cg16725948,14,90167635
cg08140104,14,90891231
cg06759417,14,90991781
cg03004222,14,90995484
cg04742977,14,91127460
cg24036116,14,91281636
cg02904235,14,91527369
cg25022136,14,91529888
cg07060739,14,91730362
cg21140981,14,91766264
cg08017547,14,91883935
cg08312152,14,92418138
cg10182287,14,92539787
cg19811934,14,92927763
cg12072028,14,92981227
cg02268192,14,92981666
cg14314026,14,93170534
cg23168000,14,93215136
cg11566194,14,93215837
cg21235823,14,93260203
cg18397726,14,93395464
cg23920975,14,93404252
cg22808839,14,93415226
cg24044426,14,93699254
cg20556675,14,94493284
cg24087071,14,94750291
cg10761141,14,94844776
cg25042671,14,94849061
cg21831183,14,94873879
cg04182912,14,95157037
cg18468176,14,95623969
cg26248586,14,95693981
cg10068403,14,95836587
cg14228933,14,95837865
cg23581793,14,95999775
cg19555075,14,96038687
cg15498121,14,96039124
cg01718322,14,96342365
cg16096487,14,96655464
cg04582672,14,97127338
cg12043145,14,97205952
cg23012654,14,97493395
cg04958794,14,97685274
cg19666687,14,98154028
cg08217526,14,98445245
cg15963095,14,99560165
cg09911747,14,99645128
cg05179038,14,99737917
cg00867901,14,99787006
cg18949721,14,99858181
cg18505593,14,100059479
cg24673101,14,100069840
cg26009013,14,100079822
cg18678107,14,100130465
cg12868494,14,100193110
cg03051374,14,100204258
cg19706320,14,100204528
cg01811583,14,100225060
cg21919819,14,100275737
cg10005947,14,100403211
cg16378015,14,100611694
cg19741660,14,100631897
cg18629527,14,100771445
cg17002091,14,100772763
cg06846458,14,100774287
cg05313263,14,100906689
cg20033940,14,101013174
cg13660701,14,101034812
cg02480144,14,101121093
cg18089426,14,101175970
cg16529007,14,101178554
cg27109672,14,101191797
cg15513657,14,101244606
cg08698721,14,101294147
cg24183098,14,101296297
cg05218696,14,101402494
cg21053224,14,101411642
cg17327828,14,101435254
cg19603100,14,101489985
cg01232479,14,101497660
cg10270238,14,101498317
cg21146428,14,101498343
cg18863119,14,101512653
cg21492137,14,101525939
cg09317728,14,101699148
cg26393534,14,101700091
cg23087153,14,101831067
cg10965975,14,101831160
cg01225004,14,101922290
cg24127506,14,102050490
cg23429749,14,102050815
cg01067216,14,102051021
cg06618497,14,102198604
cg04726250,14,102230231
cg05865327,14,102274741
cg10008953,14,102414004
cg05741530,14,102430709
cg20060719,14,102431638
cg04115584,14,102452687
cg01191964,14,102452839
cg12928081,14,102482233
cg20010054,14,102714291
cg23831110,14,102785987
cg18304280,14,103010694
cg22971720,14,103015028
cg21057323,14,103412980
cg26103168,14,103507914
cg14334310,14,103558502
cg10973146,14,103568471
cg05168580,14,103572194
cg09814127,14,103593235
cg26579556,14,103673450
cg12112151,14,104161272
cg18984103,14,104163025
cg18597188,14,104178670
cg04162497,14,104194223
cg10126234,14,104195533
cg24149191,14,104208151
cg07153150,14,104372267
cg16560137,14,104565926
cg21119293,14,104621601
cg14058100,14,104622028
cg00687612,14,104625920
cg13995140,14,104642328
cg19800856,14,104645554
cg15457934,14,104652835
cg23385732,14,104688607
cg18450500,14,104690201
cg20956390,14,104734475
cg26153715,14,104808474
cg23936410,14,104808516
cg01655667,14,104808652
cg25567054,14,104824020
cg15823438,14,104834351
cg24136671,14,104834425
cg03734874,14,105071382
cg27000534,14,105126571
cg11730703,14,105167607
cg10909152,14,105218528
cg22864355,14,105225861
cg13750949,14,105293957
cg12095533,14,105373082
cg27394566,14,105391635
cg20145009,14,105399175
cg19901468,14,105411992
cg01649456,14,105519407
cg16481365,14,105554352
cg05111898,14,105555223
cg18905633,14,105648697
cg23568737,14,105670754
cg10984327,14,105683798
cg01221582,14,105695807
cg09237515,14,105715926
cg12160741,14,105760556
cg24732878,14,105816234
cg12425861,14,105830606
cg21543270,14,105840286
cg23976487,14,105911797
cg01769288,14,105929672
cg01564661,14,105942636
cg13667739,14,105944604
cg13805951,14,105948819
cg06618474,14,105952171
cg04402626,14,105956753
cg10797737,14,105965379
cg23356831,14,105996513
cg14837792,14,106091981
cg12931520,14,106094082
cg19610848,14,106136760
cg18115481,14,106173722
cg23974065,14,106235526
cg27113548,14,106354912
cg02940661,14,106382755
cg27002186,14,106438635
cg06609474,14,106444697
cg01704734,14,106915957
cg13214185,14,107219616
cg07470598,14,107239068
cg12226635,15,20561913
cg03344283,15,20562413
cg18320917,15,20644440
cg12283695,15,20834869
cg00153622,15,21147039
